Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
90	861.67285	115.90576	922.34595	629.8872	1000.0	92.9083	14.276062	101.55255	40.96366	455000	2.0921231e-08	27.817455	-0.016520524	-23.554184	0.0636233	0.007558506	0.0508	79.0	394.8184654712677
91	868.0877	110.35992	924.33405	647.3745	1000.0	91.65432	17.10784	100.9663	32.580807	460000	-4.8942863e-09	23.742405	-0.015591806	-15.729899	0.074068904	0.012346635	0.1158	79.0	399.53664803504944
92	919.80334	3.0412526	924.0863	916.5193	1000.0	97.09138	9.478046	101.16749	40.35708	465000	6.493926e-09	0.8861614	-0.0028467297	-0.6855147	0.07828832	0.0158951	0.2182	4.0	403.63456630706787
93	896.92395	52.776466	927.8111	791.5236	1000.0	95.044174	12.1043825	100.71216	41.89628	470000	-2.8409064e-09	12.569986	-0.0009596121	-7.4654098	0.07800043	0.015345349	0.1858	3.0	407.67944622039795
94	917.7059	4.1775846	924.0637	913.16644	1000.0	96.0502	9.807021	100.997536	39.12508	475000	9.4026325e-09	5.958045	-0.0039300877	-5.65242	0.077644944	0.016093832	0.2302	8.0	411.7306399345398
95	885.0496	71.33811	923.0426	742.4204	1000.0	94.76297	13.111233	100.868195	43.858395	480000	3.4034253e-09	16.819101	-0.001247226	-9.531364	0.07679188	0.016358359	0.2148	2.0	415.7506377696991
96	908.3529	13.918484	924.70905	886.84204	1000.0	95.62415	11.629453	101.0395	43.90042	485000	1.1816621e-09	9.752085	-0.013006063	-8.39793	0.07676554	0.0054560252	0.065	79.0	420.1739978790283
97	881.1459	78.312996	925.32623	724.6867	1000.0	94.76011	11.383542	101.39386	43.373615	490000	7.602573e-09	35.36928	-0.013397923	-28.267181	0.077966206	0.0072488054	0.0426	79.0	424.63697719573975
98	698.1734	109.65294	913.9151	617.65765	1000.0	79.51695	20.98607	101.13263	35.752777	495000	2.1016598e-08	75.18889	-0.013136706	-45.84277	0.08680283	0.0077496683	0.0748	79.0	428.9686679840088
99	761.2838	170.84544	912.82104	476.11136	1000.0	79.88905	23.147087	100.55055	20.398111	500000	1.7881394e-11	37.485756	-0.0150448745	-13.234257	0.069526546	0.0047519533	0.0714	79.0	433.26340794563293
100	726.9919	227.78674	919.8331	446.10153	1000.0	81.43288	19.924143	101.54591	39.495884	505000	-2.8252602e-09	91.581116	0.06259927	-74.97433	0.06154251	0.06358123	0.2834	2.0	437.33575463294983
101	878.2936	81.04229	923.7489	716.3326	1000.0	93.21352	14.75159	102.98458	43.521706	510000	-4.7151e-09	14.946365	-0.00093921163	-10.883165	0.061472654	0.015056907	0.1994	13.0	441.4742419719696
102	911.69727	6.1380277	921.59064	902.342	1000.0	95.57307	10.564415	100.232925	42.370205	515000	2.3186206e-09	4.2096367	-0.014665337	-3.7217312	0.05952167	0.008543321	0.0698	79.0	445.829252243042
103	917.19275	4.2756114	923.9774	910.49243	1000.0	96.79445	9.48365	102.10163	41.117386	520000	4.5232476e-09	0.81691533	-0.014207431	-0.39542872	0.024242995	0.005877006	0.0844	79.0	450.21317887306213
104	920.44617	2.5609493	924.07776	916.13574	1000.0	97.053116	9.185582	100.71125	46.24057	525000	5.3048135e-09	0.22134656	-0.011598477	-0.10543819	0.029462932	0.005053772	0.0956	79.0	454.5835771560669
105	917.93036	6.823239	925.1076	908.8464	1000.0	96.84381	9.483702	100.48197	47.848236	530000	-5.7041647e-09	0.3547458	-0.012741828	-0.17199469	0.023122191	0.0073038214	0.0562	79.0	458.8926455974579
106	873.3755	89.49032	921.85284	694.4603	1000.0	93.33445	15.341946	100.31908	32.45176	535000	-1.5348196e-10	6.3444138	-0.01186565	-4.837988	0.01964581	0.0055347406	0.0444	79.0	463.2413375377655
107	921.26135	3.7323828	925.5681	915.46356	1000.0	97.01901	9.786259	101.068306	36.196934	540000	-1.5556813e-09	0.6679469	-0.011375203	-0.46545905	0.028760193	0.0037415589	0.0372	79.0	467.54834747314453
108	756.35364	326.10678	923.0661	104.15607	870.8	92.77755	17.419827	100.53621	29.415157	545000	3.0252338e-08	30.050566	-0.012461387	-27.898615	-0.0055897236	0.006803613	0.0344	79.0	471.95723581314087
109	916.7386	8.982142	927.734	902.3016	1000.0	96.776985	9.698387	104.02746	35.883698	550000	-3.9726498e-09	1.4867523	-0.013765702	-1.0491188	-0.00048220158	0.0041925763	0.0488	79.0	476.25786542892456
